1065,"2","Kjeldhal (NCN-NPN)x6.38"
1066,"1","HPLC-FLUORIMETRIE"
1067,"1","CCM"
1069,"1","Réfractométrie"
1069,"2","Calcul (table EuroCitrus BV)"
1069,"3","ratio Brix/Acidité"
1070,"1","Chromato ionique"
1071,"1","Réaction colorée"
1071,"2","HPLC"
1072,"1","Minéralisation + AA"
1072,"2","AA"
1074,"1","HPLC"
1075,"1","Minéralisation + AA"
1075,"2","AA"
1075,"3","Complexométrie lait et yaourt"
1076,"1","(Abs. Atomique)"
1078,"1","Colorimétrie"
1078,"2","HPLC"
1079,"1","NF V 03-040 Octobre 1993"
1079,"2","NFV 03 041 Scharrer"
1080,"1","Minéralisation"
1081,"1","Minéralisation"
1082,"1","Minéralisation"
1083,"1","minéralisation"
1084,"1","potentio arrêté du 24/08/83"
1085,"2","Colorimétrie"
1086,"1","Gravimétrie"
1087,"1","Minéralisation + AA"
1087,"2","AA"
1090,"1","Flux continu"
1090,"2","Code des usages / NFV 04 415"
1094,"1","Technique Laine"
1095,"1","Comptage"
1096,"1","Comptage"
1097,"1","Gravimétrie"
1097,"2","chromato perméation de gel"
1098,"1","Comptage"
1099,"1","Conductimétrie"
1101,"1","Métrologie"
1103,"1","< 12 oeufs"
1103,"2","> 12 oeufs"
1105,"1","Enzymologie"
1106,"1","absorption atomique"
1106,"2","NF V 76-113"
1106,"3","Minéralisation+A.A."
1107,"1","NF V 76-113"
1112,"1","Pycnométrie à 20°C"
1114,"1","Densité"
1114,"2",""
1116,"1","Spectrophotométrie"
1117,"1","Manométrie"
1118,"1","Colorimétrie"
1120,"1","NF EN 1988-1"
1127,"1","CLHP"
1129,"1","Isoélectrofocalisation"
1130,"1","Analyse des stérols par HPLC"
1132,"1","Minéralisation + A.Atomique"
1132,"2","A. Atomique"
1136,"1","Enzymatique"
1139,"1","spectrophotométrie"
1141,"1",""
1143,"1","Réfractométrie"
1144,"1","Polycycliques (HAP)"
1145,"1","Dessic.103°C sable+gravimétrie"
1145,"2","Dessic. ss vide 70°C+Grav."
1145,"3","Karl Fischer"
1145,"4","Azéotrope"
1145,"5","Calcul"
1150,"1",""
1150,"2",""
1151,"1","absorption atomique"
1151,"2","NF V 76-113"
1152,"1","NF V 76-113"
1153,"1","Méthode de Van Soest et Wine"
1154,"1","NFV 03 718"
1157,"1","enzymatique"
1157,"2","CLHP"
1157,"3","Dosage en association"
1159,"1","enzymatique FIL 79B : 1991"
1159,"2","CLHP"
1160,"1","Métrologie"
1160,"2","Gravimétrie"
1161,"1","(calcul - AM du 3/12/93)"
1162,"1","enzymatique"
1162,"2","CLHP"
1162,"3","Dosage en association"
1164,"1","Enzymatique"
1166,"1","EFM,ISO 5331,ISO6645"
1167,"1","1 tamis"
1167,"2","2 Tamis"
1167,"3","3 tamis"
1170,"1","Pesée"
1172,"1","HPLC"
1172,"2","CCM"
1173,"1","CCM"
1174,"1","Microscopie"
1181,"1","Karl Fisher"
1184,"1","Colorimétrie"
1187,"1","potentiométrie (NF EN 1133)"
1189,"1","Titrimétrie"
1189,"2","NF V 04-242 (Février 1985)"
1190,"1","EBC"
1191,"1","Titrimétrie"
1193,"1","refractométrie"
1195,"1","NfF T 60-205"
1195,"2","Extraction + gravimétrie"
1196,"1","Gravimétrie"
1198,"1","enzymatique FIL 79B : 1991"
1198,"2","CLHP"
1200,"1","Méthode de Klason, Van Soest"
1200,"2","NF V 18-122"
1202,"1","Extraction direct"
1203,"1","AM du 08.09.77"
1203,"2","Extraction + gravimétrie"
1203,"3","Calcul : 100 - (H + Impuretés)"
1203,"4","Hydrolyse+Extrac+gravimétrie"
1206,"1","arrêté du 08/09/77"
1206,"2","Minéralisation + AA"
1207,"1","CEE 78/633"
1207,"2","AA"
1207,"3","Minéralisation + AA"
1208,"1","KJELDAHL"
1211,"1","hydrolyse+extrac+gravimétrie"
1211,"2","NF EN 1736 (lait sec...)"
1211,"3","NF V 18-117"
1212,"1","Extraction + gravimétrie"
1213,"1","Butyrométrie"
1214,"1","Minéralisation  NF V 18-120"
1214,"2","NF V 04.208 (1989)"
1214,"3","AM du 08.09.77"
1216,"1","CPG"
1217,"1","Absorption atomique"
1218,"1","AA"
1218,"2","Vapeur froide  Abs atomique"
1218,"3","Minéralisation + AA"
1219,"1","CPG"
1222,"1","Minéralisation + AA"
1226,"1","CLHP"
1227,"1","CPG"
1228,"1","Flux continu"
1228,"2","colorimétrie"
1228,"3","NF V 04 410 (/assoc. nitrites)"
1228,"4","NFV 04410"
1229,"1","ionique"
1229,"2","NF V 04 410 (/assoc. nitrites)"
1229,"3","Flux continu"
1229,"4","NF V 04 410"
1229,"5","Dans l'eau"
1230,"1","colorimétrie"
1230,"2","NF V04-409 (/assoc. nitrates)"
1230,"3","Flux continu"
1230,"4","NFV 04409"
1231,"1","colorimétrie"
1231,"2","NF V04-409 (/assoc. nitrates)"
1231,"3","Flux continu"
1231,"4","NFV 04409"
1231,"5","Dans l'eau"
1234,"1","Kit immuno enzymatique"
1236,"1","Métrologie"
1236,"2","Gravimétrie"
1237,"1","HPLC"
1237,"2","(CCM/HPLC)"
1238,"1","CPG AOAC"
1240,"2","AA"
1245,"1","MESURE"
1246,"1","Mesure"
1246,"2","NF V 04-316 (Février 1985)"
1247,"1","colorimétrie"
1247,"2","Arr du 05/02/80 JO du 10/04/80"
1248,"1","NF 04.406"
1249,"1","colorimétrie"
1249,"2","NF 04.406"
1249,"3","Minéralisation + AA"
1250,"1","Colorimétrie"
1250,"2","NF"
1251,"1","(Abs. Atomique)"
1251,"2","Minéralisation + AA"
1252,"1","Pesée"
1252,"2","Métrologie"
1253,"1","pesée"
1253,"2","Calcul"
1255,"1","Minéralisation + Photométrie d"
1255,"2","Minéralisation + AA"
1258,"1","KJELDAHL"
1259,"1","flux continu"
1259,"2","KJELDAHL"
1261,"1","Gravimétrie"
1263,"1","Papier WATOR"
1264,"1","CPG"
1265,"1","Dessication + gravimétrie"
1266,"1","NF EN 1988-1"
1267,"1","Titrimétrie"
1269,"1","HPLC"
1271,"1","enzymatique"
1271,"2","Dosage en association"
1271,"3","CLHP"
1273,"1","Potentiométrie"
1275,"1","arrêté du 08/09/77"
1275,"2","Photométrie de F"
1275,"3","Minéralisation + AA"
1278,"1","Spectrophotométrie"
1279,"1","Incubation+examen microscope"
1280,"1","Microbiologie"
1281,"1","CPG"
1282,"1","ICP"
1286,"1","Bertrand"
1287,"1","LUFFSCHOORL"
1287,"2","Bertrand"
1288,"1","PAR REFRACTOMETRIE %"
1288,"2","Brix"
1290,"1","LUFFSCHOORL"
1291,"1","77/535/CEE"
1294,"1","Calcul"
1295,"1","Calcul à partir de Acides gras"
1296,"1","Calcul à partir du cholestérol"
1296,"2","Hadorn"
1297,"1","NFV 03703"
1303,"1","HPLC"
1304,"1","distillation/pycnométrie"
1306,"1","CPG"
1307,"1","Chromato de perméation de gel"
1308,"1","distillation et titrimétrie"
1310,"1","< 12 oeufs"
1310,"2","> 12 oeufs"
1311,"2","colorimétrie"
1313,"1","Calcul : Px17 + Lx37 + Gx17"
1314,"1","Analyse isotopique"
1315,"1","Viscosimétrie"
1316,"1","NFV 18-401"
1316,"2","HPLC"
1317,"1","AM du 21.10.87"
1317,"2","HPLC (RNE N°60)"
1318,"1","AM du 21.10.87"
1318,"2","HPLC (RNE N°60)"
1319,"1","Microbiologie"
1320,"1","HPLC (RNE N°60)"
1321,"1","RIA"
1321,"2","Microbiologie"
1322,"1","RIA"
1322,"2","Microbiologie"
1323,"1","fluorimétrie Arrêté du 25/05/8"
1323,"2","Enzymatique"
1324,"1","HPLC  NF V 18-403"
1325,"1","NFV 18-402"
1325,"2","HPLC"
1326,"1","HPLC"
1326,"2","Microbiologie"
1327,"1","Métrologie"
1329,"1","Kit immuno enzymatique"
1329,"2","HPLC"
1330,"1","Abs atomique"
1330,"2","Minéralisation + A.Atomique"
1331,"2","AA"
1332,"1","Minéralisation + AA"
1333,"1","Minéralisation + AA"
1333,"2","AA"
1335,"1","Minéral.+AA électrothermique"
1335,"2","AA électrothermique"
1337,"1","Minéralisation + AA"
1337,"2","AA"
1339,"1","calcul"
1341,"1","calcul"
1342,"1","calcul"
1343,"1","Dessication 103°C+gravimétrie"
1343,"2","Dessic.103°C/sable+gravimétrie"
1343,"3","Métrologie"
1343,"4","NF EN 12048 / 12049"
1343,"5","NF V 18-109 Octobre 1982"
1343,"6","AM du 08.09.77"
1343,"7","Dessic. sous vide 70°C+gravimé"
1343,"8","Arr du 19/04/73 (JO 05/06/73)"
1343,"9","NF V 04-348 (Oct. 1978)"
1343,"k","Karl Fisher"
1343,"z","Azéotrope"
1346,"1","arrêté du 08/09/77"
1348,"1","Dessication Arrêté du 08/09/77"
1348,"2","ISO 5534"
1348,"3","Arr 24/08/83 (JO 27/10/83)"
1348,"4","FIL 21B : 1987"
1348,"5","Dessication 103°C+Gravimétrie"
1348,"6","Dessic.103°C avec sable+gravi."
1348,"7","Dessic.70°C ssvide+Gravimétrie"
1348,"8","Entraînement azéotropique"
1348,"k","Karl Fischer"
1355,"1","CPG AOAC 970-52"
1355,"2","CPG"
1355,"3","GC+détecteurs ECD,ELCD ou MS"
1359,"1","CPG AOAC 970-52"
1359,"2","CPG"
1365,"1","(Abs. Atomique)"
1370,"1","Arrêté du 03.12.93"
1370,"2","Calcul : Px17 + Lx37 + Gx17"
1371,"1","absorption atomique"
1371,"2","AOAC 1984 25 175-178"
1372,"1","CPG"
1374,"1","Calcul"
1375,"1","RECHERCHES REGLEMENTAIRES"
1382,"1","Métrologie"
1384,"1","Potentiométrie  NF ISO 5943"
1385,"1","HPLC AOAC 980-13 et 982-14"
1386,"1","Calcul"
1387,"1","Calcul"
1389,"1","Gam + levure + moisissures"
1391,"1","Pesée"
1391,"2","(Pycnomètre)"
1392,"1","Titrimétrie"
1392,"2","NF V 04-312 (Décembre 1985)"
1393,"1",""
1393,"2",""
1393,"3",""
1393,"4",""
1393,"5",""
1400,"1","Calcul"
1401,"1","Microbiologie"
1402,"1","calcul"
1403,"1","Calcul"
1404,"1","Gravimétrie"
1404,"2","Dessication + gravimétrie"
1405,"1","Titrimétrie"
1406,"1","Microbiologie"
1409,"1","Calcul"
1410,"1","< 12 oeufs"
1410,"2","> 12 oeufs"
1411,"1","Calcul avec teneur en sucre)"
1412,"1","Calcul"
1414,"1","Calcul"
1415,"1","Métrologie"
1417,"1","Tri + rinçage, 3-5 ingrédients"
1418,"1","Calcul"
1419,"1","Dessication + gravimétrie"
1423,"1","AM du 08.09.77"
1423,"2","KJELDAHL"
1423,"3","Flux continu"
1424,"1","KJELDAHL"
1425,"1","KJELDAHL"
1426,"1","KJELDAHL"
1427,"1",""
1429,"1","CPG"
1430,"1","Préciser les vitamines"
1436,"1","Comptage"
1437,"1","HPLC  1990"
1438,"1","HPLC"
1439,"1","HPLC"
1440,"1","HPLC"
1441,"1","HPLC"
1442,"1","HPLC"
1442,"2","Enzymatique"
1444,"1","(NFT 9031)"
1446,"1","Titrage"
1447,"1","Titrage"
1448,"1","Titrimétrie"
1448,"2","Oxydo-réduction"
1449,"2","AOAC 1990 963-02"
1450,"1","(Eau)"
1450,"2","(produits diététiques)"
1451,"1","Calcul"
1452,"1","Calcul"
1453,"1","Calcul"
1454,"1","Pesée"
1460,"1","CPG"
1461,"1","CPG"
1463,"1","CPG"
1464,"1","CPG"
1465,"1","GC-TID"
1468,"1","ionique"
1468,"2","Dans l'eau"
1471,"1","Kit"
1471,"2","bandelettes analytiques"
1471,"3","Réaction colorée"
1472,"1","Titrimétrie"
1473,"1","Métrologie"
1478,"1","CPG"
1480,"1","CPG"
1480,"2","CPG"
1483,"1","polarimétrie  72/199 JO du 27/"
1485,"1","NF ISO 5530 - 2"
1486,"1","NF ISO 5529"
1488,"1","Calcul"
1490,"1","Calcul"
1491,"1","Microbiologie"
1492,"1","RIA"
1492,"2","Microbiologie"
1493,"1","Minéralisation + AA"
1493,"2","A. Atomique"
1495,"1","ionique"
1496,"1","Colorimétrie"
1497,"1","HPLC"
1498,"1","Enzymatique"
1501,"1","Expression du jus + pesée"
1502,"1","Métrologie"
1502,"2","Pénétrométrie"
1503,"1","Enzymologie"
1504,"1","calcul"
1505,"1","CPG"
1506,"1","Spectrophotométrie"
1507,"1","Enzymologie"
1511,"1","Pesée"
1512,"1","Décantation"
1514,"1","Calcul"
1517,"2","HPLC"
1519,"1","Calcul"
1520,"1","< 12 oeufs"
1520,"2","> 12 oeufs"
1521,"1","Microbiologie"
1522,"1","Calcul"
1523,"1","Métrologie"
1524,"1","Métrologie"
1525,"1","Métrologie"
1526,"1","Métrologie"
1527,"1","manométrie"
1529,"1","NF EN 1988-1"
1531,"1","Calcul"
1532,"1","Volumétrie"
1533,"1","Métrologie"
1534,"1","Acidité + pH + gram"
1536,"1","Calcul"
1537,"1","Calcul"
1541,"1","NF V 18-102"
1541,"2","Minéralisation"
1542,"1","Minéralisation + AA (hydrure)"
1542,"2","AA (hydrure)"
1544,"1","Minéralisation + AA électrothe"
1544,"2","AA électrothermique"
1550,"1","Viscosimétrie"
1551,"1","JO + Levures + Moisissures"
1552,"1","Calcul"
1554,"1","Détermination Sucres+Humidité"
1557,"1","Colorimétrie"
1557,"2","NFV 04 415"
1559,"1","CLHP (RNE N°60)"
1560,"1","Microbiologie"
1561,"1","Microbiologie"
1562,"1","CLHP (RNE n°60)"
1563,"1","CLHP (RNE n°60)"
1564,"1","Microbiologie"
1565,"1","calcul"
1566,"1","calcul"
1567,"1","calcul"
1568,"1","Gravimétrie"
1570,"1","Métrologie"
1573,"1","CPG ou CLHP"
1575,"1","Métrologie"
1575,"2","calcul"
1575,"3","Pesée"
1575,"4","Calibre sur 1 ou 2 éléments"
1577,"1","colorimétrie"
1577,"2","Kit"
1577,"3","Potentiométrie"
1578,"1","calcul"
1579,"1","Calcul"
1583,"1","HPLC"
1583,"2","Ent. Vap. + colorimétrie"
1584,"1","kit colorimétrique"
1586,"1","Titrage"
1587,"1","volumétrie"
1587,"2","NF U 44-174"
1587,"3","NF U 44-171 volumétrie"
1588,"1","calcul (eaux)"
1591,"1","Gam+C30+E.Coli+Lev+Mois"
1592,"1","JO+Lev+Mois+Sp.ASR"
1597,"1","Calcul"
1601,"1","Gravimétrie"
1604,"1","CLHP"
1605,"1","calcul"
1606,"1","Extrac+centrifug.+titrimétrie"
1608,"1","calcul"
1609,"1","Calcul"
1614,"1","Calcul"
1615,"1","Calcul"
1617,"1","NF V 04-413 - CCM"
1625,"1","calcul"
1626,"1","Calcul"
1626,"2","CCM"
1627,"1","Pesée"
1628,"1","Pesée"
1629,"1","Pesée"
1630,"1","Pesée"
1632,"1","Calcul"
1633,"1","Arrêté du 03.12.93"
1633,"2","Calcul : Px4 + Lx9 + Gx4"
1644,"1","CPG"
1649,"1","CPG"
1654,"1","Métrologie"
1654,"2","Pesée"
1654,"3","(Oeufs)"
1654,"4","(Riz,légumes secs/surgelés)"
1655,"1","analyse de routine J.O 01/93"
1658,"1","GC-FPD"
1658,"2","CPG AOAC"
1663,"1","Pesée"
1668,"1","Recherche?"
1669,"1","Microscopie"
1678,"1","calcul"
1679,"1","spectrophotmétrie"
1680,"1","ICP"
1683,"1","calcul"
1684,"1","dessication"
1684,"2","Arrêté du 19/04/73 JO 05/06/73"
1684,"3","Calcul"
1684,"4","AFNOR"
1685,"1","calcul"
1685,"2","Méthodes afnor/FIL"
1686,"1","Gam"
1689,"1","Histologie"
1690,"1","Immunochimie"
1691,"1","CPG"
1691,"2","Enzymatique"
1696,"1","Filtration - Examen visuel"
1698,"1","Immunochimie"
1699,"1","Microbiologie/souches ref."
1701,"1","HPLC"
1701,"2","Ent. vap + colorimétrie"
1702,"1","par calcul"
1703,"1","Titrimétrie"
1703,"2","subst. extract. par l'éthanol"
1705,"1",""
1708,"1","Gravimétrie"
1708,"2","Micrographie"
1710,"1","Electrophorèse"
1711,"1","minéralisation"
1711,"2","NF V 03-720"
1713,"1","ANMF"
1715,"1","Flux continu"
1715,"2","Hydrolyse + Bertrand"
1717,"1","NF V04 413"
1719,"1","Anal. triglycérides / nb de C*"
1722,"1","Histologie Microscopie"
1723,"1","Histologie"
1724,"1","Gravimétrie"
1725,"1","Gravimétrie"
1726,"1","Kit immunoenzymatique"
1728,"1","métrologie"
1728,"2","CTCPA"
1729,"1","CTCPA"
1731,"1","HPLC-UV"
1732,"1","HPLC-UV"
1735,"1","HPLC-UV"
1737,"1","ENZYMATIQUE"
1737,"2","HPLC"
1738,"1","calcul"
1739,"1","Colorimétrie"
1740,"1","calcul"
1742,"1","Absorption Atomique"
1742,"2","(77/535/CEE)"
1742,"3","Minéral.+dosage torche plasma"
1743,"1","HPLC"
1743,"2","NF V05 114"
1744,"1","fluorimétrie JORFarr.du 21/05"
1745,"1","calcul"
1745,"2","bandelettes"
1746,"1","Incubation un seul éch.+témoin"
1748,"1","CPG"
1748,"2","HPLC"
1751,"1","Kit colorimétrique"
1752,"1","Kit colorimétrique"
1755,"1","Calcul"
1756,"1","MICROBIOLOGIE 4 BOITES"
1756,"2","HPLC"
1758,"1","IR"
1759,"1","T90 431 NOV 93"
1760,"1","NFV04-151 Déc 74 Arr 03/01/85"
1760,"2","(µg PhOH/g)"
1760,"3","(µmol NitrophOH/g)"
1760,"4","Colorimétrie"
1761,"1","Minéralisation + AA"
1764,"1","NF ISO 712"
1770,"1","Recommandation AFNOR-CTSCCV"
1771,"1","HPLC"
1773,"1","HPLC"
1774,"1","Tocophérols par HPLC"
1775,"1","AOAC 985-29"
1775,"2","JO"
1776,"1","Calcul"
1777,"1","Réaction colorée"
1777,"2","HPLC"
1778,"1","CPG"
1779,"1","Calcul"
1780,"1","PCR Technique en point final"
1782,"1","CPG"
